cov_id,study_id,study_name,month_start,year_start,month_end,year_end,year_publish,year_mid,country,region_actual,region_analysis,urban_rural,location,study_design,study_sample,sex,population,population_detail,age_group,reproductive_age,age_range,age_min,age_max,age_mean,age_median,age_iqr,hiv_status,hiv_tested,hiv_positive,hiv_prevalence,sti,num,denom,prev,specimen,test,sens,spec,adj_prev,adj_se,adj_prev_lwr,adj_prev_upr,adj_num,adj_denom
#21618,Barnabas 2018,WISH,November,2013,February,2015,2018,2014,South Africa,SA,SA,Urban,Cape Town and Soweto,Cohort,Consecutive,Female,PHC/OPD attendees,Participants recruited from youth centres and the community,Youth,Y,16 to 22,16,22,NA,18,17-20,HIV negative,297,0,0,NG,24,297,0.08,genital fluid,NAAT,93.3,99.2,0.082084185,0.017611607,0.050091516,0.119549374,19.93994155,242.9206262
#21618,Barnabas 2018,WISH,November,2013,February,2015,2018,2014,South Africa,SA,SA,Urban,Cape Town and Soweto,Cohort,Consecutive,Female,PHC/OPD attendees,Participants recruited from youth centres and the community,Youth,Y,16 to 22,16,22,NA,18,17-20,HIV negative,297,0,0,TV,16,297,0.05,genital fluid,NAAT,95,98,0.039275853,0.014282522,0.014127954,0.0707782,7.265075445,184.975627
#32161,Lagarde 2004,NA,January,2000,March,2000,2004,2000,Burkina Faso,WA,WA,Urban,Bobo-Dioulasso,Cross sectional,Random,Female,Population-representative survey participants,Adults living in households randomly selected for survey,Adult,Y,13 to 49,13,49,NA,NA,NA,Mixed,359,25,6.96E-02,CT,22,775,0.028,urine,NAAT,87,99.8,0.03174101,0.006933401,0.019573921,0.046225199,20.29272841,639.3220671
#32161,Lagarde 2004,NA,January,2000,March,2000,2004,2000,Burkina Faso,WA,WA,Urban,Bobo-Dioulasso,Cross sectional,Random,Female,Population-representative survey participants,Adults living in households randomly selected for survey,Adult,Y,13 to 49,13,49,NA,NA,NA,Mixed,359,25,6.96E-02,NG,0,775,0,urine,NAAT,91.6,100,0.001425494,0.001355453,3.87E-05,0.004906801,1.104441322,774.7778054
#32161,Lagarde 2004,NA,January,2000,March,2000,2004,2000,Burkina Faso,WA,WA,Urban,Bobo-Dioulasso,Cross sectional,Random,Female,Population-representative survey participants,Adults living in households randomly selected for survey,Adult,Y,13 to 49,13,49,NA,NA,NA,Mixed,359,25,6.96E-02,TV,142,940,0.151,genital fluid,culture,68.8,100,0.220588641,0.016654814,0.188710662,0.254661937,136.7267327,619.8267156
#32161,Lagarde 2004,NA,January,2000,March,2000,2004,2000,Burkina Faso,WA,WA,Urban,Bobo-Dioulasso,Cross sectional,Random,Male,Population-representative survey participants,Adults living in households randomly selected for survey,Adult,Y,13 to 49,13,49,NA,NA,NA,Mixed,449,20,4.45E-02,CT,13,736,0.018,urine,NAAT,87.8,99.3,0.013676213,0.005639811,0.003920772,0.025449696,5.799921549,424.0882692
#32161,Lagarde 2004,NA,January,2000,March,2000,2004,2000,Burkina Faso,WA,WA,Urban,Bobo-Dioulasso,Cross sectional,Random,Male,Population-representative survey participants,Adults living in households randomly selected for survey,Adult,Y,13 to 49,13,49,NA,NA,NA,Mixed,449,20,4.45E-02,NG,4,737,0.005,urine,NAAT,80.9,99.9,0.007074573,0.003716639,0.00136649,0.015632442,3.59762868,508.529463
#32161,Lagarde 2004,NA,January,2000,March,2000,2004,2000,Burkina Faso,WA,WA,Urban,Bobo-Dioulasso,Cross sectional,Random,Male,Population-representative survey participants,Adults living in households randomly selected for survey,Adult,Y,13 to 49,13,49,NA,NA,NA,Mixed,449,20,4.45E-02,TV,14,976,0.014,urine,culture,87.6,100,0.017494187,0.0045055,0.009979748,0.027861002,14.81278258,846.7259668
#23654,Sobngwi-Tambekou 2009,ANRS-1265,February,2002,July,2004,2009,2003,South Africa,SA,SA,Peri-urban,Orange Farm,RCT,Convenience,Male,HIV/STI prevention trial participants,Control group - Uncircumcised male volunteers recruited from community,Adult,Y,18 to 24,18,24,NA,NA,NA,Mixed,881,63,7.10E-02,CT,32,881,0.036,urine,NAAT,87.8,99.3,0.03487125,0.007348787,0.021490712,0.050644231,21.73146454,623.1914324
#23654,Sobngwi-Tambekou 2009,ANRS-1265,February,2002,July,2004,2009,2003,South Africa,SA,SA,Peri-urban,Orange Farm,RCT,Convenience,Male,HIV/STI prevention trial participants,Control group - Uncircumcised male volunteers recruited from community,Adult,Y,18 to 24,18,24,NA,NA,NA,Mixed,881,63,7.10E-02,NG,91,881,0.103,urine,NAAT,80.9,99.9,0.127885157,0.012480477,0.104524349,0.153476056,91.56965439,716.0303526
#23654,Sobngwi-Tambekou 2009,ANRS-1265,February,2002,July,2004,2009,2003,South Africa,SA,SA,Peri-urban,Orange Farm,RCT,Convenience,Male,HIV/STI prevention trial participants,Control group - Uncircumcised male volunteers recruited from community,Adult,Y,18 to 24,18,24,NA,NA,NA,Mixed,881,63,7.10E-02,TV,27,881,0.031,urine,NAAT,96,97.7,0.009952208,0.005800277,0.000861313,0.023196644,2.914724865,292.8721855
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Male,Community members,Youth recruited from community via house visits,Youth,Y,16 to 19,16,19,NA,NA,NA,Mixed,314,16,5.10E-02,CT,3,314,0.01,urine,NAAT,87.8,99.3,0.008341891,0.006597019,0.000342002,0.024774655,1.585607192,190.0776605
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Male,Community members,Youth recruited from community via house visits,Youth,Y,16 to 19,16,19,NA,NA,NA,Mixed,314,16,5.10E-02,NG,11,314,0.035,urine,NAAT,80.9,99.9,0.045706437,0.013186937,0.022786216,0.074485853,11.46433543,250.8254022
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Female,Community members,Youth recruited from community via house visits,Youth,Y,16 to 19,16,19,NA,NA,NA,Mixed,259,17,6.60E-02,CT,6,259,0.023,urine,NAAT,87,99.8,0.028552684,0.011562483,0.010217151,0.054859805,5.923943479,207.474137
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Female,Community members,Youth recruited from community via house visits,Youth,Y,16 to 19,16,19,NA,NA,NA,Mixed,259,17,6.60E-02,NG,5,259,0.019,urine,NAAT,91.6,100,0.025274092,0.010316989,0.00918916,0.04896427,5.84962005,231.4472896
#24004,Yegorov 2018,NA,September,2015,February,2016,2018,2015,Uganda,EA,EA,Peri-urban,Entebbe,Cross sectional,Convenience,Female,PHC/OPD attendees,"Women recruited from family planning clinic, child vaccination clinic, or general practice clinic",Adult,Y,18 to 45,18,NR,NA,30,25-34,HIV negative,25,0,0,CT,0,25,0,urine,NAAT,87,99.8,0.043410099,0.040920495,0.001108674,0.151968076,1.076528684,24.79903749
#24004,Yegorov 2018,NA,September,2015,February,2016,2018,2015,Uganda,EA,EA,Peri-urban,Entebbe,Cross sectional,Convenience,Female,PHC/OPD attendees,"Women recruited from family planning clinic, child vaccination clinic, or general practice clinic",Adult,Y,18 to 45,18,NR,NA,30,25-34,HIV negative,25,0,0,NG,1,25,0.04,urine,NAAT,91.6,100,0.081111458,0.054749401,0.011129426,0.212272641,2.016826353,24.86487602
#24004,Yegorov 2018,NA,September,2015,February,2016,2018,2015,Uganda,EA,EA,Peri-urban,Entebbe,Cross sectional,Convenience,Female,PHC/OPD attendees,"Women recruited from family planning clinic, child vaccination clinic, or general practice clinic",Adult,Y,18 to 45,18,NR,NA,30,25-34,HIV negative,25,0,0,TV,1,25,0.04,genital fluid,rapid antigen test,83.3,98.8,0.078863691,0.058499081,0.005154649,0.228011198,1.674094688,21.22769883
#21834,Clift 2003,AMREF Mine Health Project,November,2000,January,2001,2003,2000,Tanzania,EA,EA,Rural,Kakola,Cross sectional,Random,Male,Community members,Community members in sub-villages surrounding two mines,Adult,Y,16 to 54,16,54,28.9,NA,NA,Mixed,202,33,0.163,CT,10,202,0.05,urine,NAAT,87.8,99.3,0.053494808,0.01778474,0.023084784,0.09261918,8.563498585,160.0809283
#21834,Clift 2003,AMREF Mine Health Project,November,2000,January,2001,2003,2000,Tanzania,EA,EA,Rural,Kakola,Cross sectional,Random,Male,Community members,Community members in sub-villages surrounding two mines,Adult,Y,16 to 54,16,54,28.9,NA,NA,Mixed,202,33,0.163,NG,3,202,0.015,urine,NAAT,80.9,99.9,0.023173264,0.012050372,0.005581033,0.051713261,3.612359866,155.8848121
#21834,Clift 2003,AMREF Mine Health Project,November,2000,January,2001,2003,2000,Tanzania,EA,EA,Rural,Kakola,Cross sectional,Random,Female,Community members,Community members in sub-villages surrounding two mines,Adult,Y,16 to 54,16,54,28.4,NA,NA,Mixed,205,36,0.176,CT,5,205,0.025,urine,NAAT,87,99.8,0.031020786,0.013537192,0.010106238,0.062003912,5.088184668,164.0250067
#21834,Clift 2003,AMREF Mine Health Project,November,2000,January,2001,2003,2000,Tanzania,EA,EA,Rural,Kakola,Cross sectional,Random,Female,Community members,Community members in sub-villages surrounding two mines,Adult,Y,16 to 54,16,54,28.4,NA,NA,Mixed,205,36,0.176,NG,3,205,0.015,urine,NAAT,91.6,100,0.020918054,0.010430518,0.005740446,0.046260974,3.937765078,188.2472009
#22820,Maina 2016,NA,May,2013,September,2013,2016,2013,Kenya,EA,EA,Urban,Nairobi,Cross sectional,Consecutive,Female,FP attendees,Family planning clinic attendees at hospital,Adult,Y,20 to 49,20,49,NA,37,NA,Mixed,NA,NA,NR,CT,33,249,0.13,genital fluid,NAAT,88.6,99.6,0.148896901,0.024561821,0.104024248,0.199761393,31.27752315,210.0616132
#22820,Maina 2016,NA,May,2013,September,2013,2016,2013,Kenya,EA,EA,Urban,Nairobi,Cross sectional,Consecutive,Female,FP attendees,Family planning clinic attendees at hospital,Adult,Y,20 to 49,20,49,NA,37,NA,Mixed,NA,NA,NR,NG,0,249,0,genital fluid,culture,75.7,100,0.005218771,0.005065404,0.000150492,0.018213434,1.055932038,202.3334504
#22820,Maina 2016,NA,May,2013,September,2013,2016,2013,Kenya,EA,EA,Urban,Nairobi,Cross sectional,Consecutive,Female,FP attendees,Family planning clinic attendees at hospital,Adult,Y,20 to 49,20,49,NA,37,NA,Mixed,NA,NA,NR,TV,1,249,0.004,genital fluid,WM,52,100,0.015326681,0.010463632,0.001931638,0.041004338,2.112630146,137.8400276
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Female,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,522,86,0.164750958,CT,50,521,0.096,genital fluid,NAAT,88.6,99.6,0.106221848,0.014877394,0.078990126,0.137074859,45.56209601,428.9333767
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Female,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,522,86,0.164750958,NG,33,521,0.063,genital fluid,NAAT,93.3,99.2,0.061570837,0.011361873,0.041152546,0.084891833,27.5582576,447.5862114
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Female,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,522,86,0.164750958,TV,71,522,0.136,genital fluid,rapid antigen test,83.3,98.8,0.152994403,0.018302847,0.117605214,0.190360327,59.18342063,386.8338941
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Male,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,394,42,0.106598985,CT,38,394,0.096,genital fluid,NAAT,87.5,99.2,0.104501906,0.017335883,0.073024452,0.140698832,32.54027093,311.3844735
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Male,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,394,42,0.106598985,NG,13,394,0.033,genital fluid,NAAT,96.1,99,0.026672617,0.009635484,0.010108019,0.048278138,7.458355795,279.6259519
#22239,Grabowski 2022,STIPS (RCSS),May,2019,October,2019,2022,2019,Uganda,EA,EA,Peri-urban and rural,Rakai,Cross sectional,Consecutive,Male,Population-representative survey participants,Inland community: participating in open population-based household census and HIV cohort study in 40 communities.,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,394,42,0.106598985,TV,15,394,0.038,genital fluid,rapid antigen test,83.3,98.8,0.034643798,0.012091921,0.013544574,0.061497923,7.924063827,228.7296512
#21822,Chitneni 2020,Health Famillies PrEP Study,NR,2018,NR,2019,2020,2019,Uganda,EA,EA,Rural,Mbarara,Cohort,Consecutive,Female,PHC/OPD attendees,"Women in HIV sero-discordant partnership attending HIV clinic, or women accessing HIV counseling and testing at PHC",Adult,Y,18 to 40,18,40,NA,30,26-34,HIV negative,94,0,0,CT,12,94,0.13,genital fluid,NAAT,88.6,99.6,0.149315401,0.038942258,0.082831438,0.229829518,12.50649245,83.75889113
#21822,Chitneni 2020,Health Famillies PrEP Study,NR,2018,NR,2019,2020,2019,Uganda,EA,EA,Rural,Mbarara,Cohort,Consecutive,Female,PHC/OPD attendees,"Women in HIV sero-discordant partnership attending HIV clinic, or women accessing HIV counseling and testing at PHC",Adult,Y,18 to 40,18,40,NA,30,26-34,HIV negative,94,0,0,NG,2,94,0.02,genital fluid,NAAT,93.3,99.2,0.02594522,0.018627562,0.001771046,0.07231314,1.889670478,72.83308635
#21822,Chitneni 2020,Health Famillies PrEP Study,NR,2018,NR,2019,2020,2019,Uganda,EA,EA,Rural,Mbarara,Cohort,Consecutive,Female,PHC/OPD attendees,"Women in HIV sero-discordant partnership attending HIV clinic, or women accessing HIV counseling and testing at PHC",Adult,Y,18 to 40,18,40,NA,30,26-34,HIV negative,94,0,0,TV,6,94,0.06,genital fluid,NAAT,95,98,0.057234906,0.028382834,0.012249609,0.12316299,3.833663098,66.98120701
#21773,Celentano 2010,NIMH Collaborative HIV/STD Prevention Trial,May,2003,October,2003,2010,2003,Zimbabwe,EA,EA,Rural,Thirty-two rural villages across eight rural districts,Cross sectional,Convenience,Female,Community members,Participants recruited from community: retail establishments in business centers of growth points in rural Zimbabwe,Adult,Y,18 to 30,18,30,NA,21,NA,Mixed,2596,779,0.3,CT,150,2503,0.06,genital fluid,NAAT,88.6,99.6,0.063827988,0.005468383,0.0536519,0.074636696,127.544035,1998.246223
#21773,Celentano 2010,NIMH Collaborative HIV/STD Prevention Trial,May,2003,October,2003,2010,2003,Zimbabwe,EA,EA,Rural,Thirty-two rural villages across eight rural districts,Cross sectional,Convenience,Female,Community members,Participants recruited from community: retail establishments in business centers of growth points in rural Zimbabwe,Adult,Y,18 to 30,18,30,NA,21,NA,Mixed,2596,779,0.3,NG,105,2475,0.042,genital fluid,NAAT,93.3,99.2,0.0375977,0.004379647,0.029388968,0.046751663,70.92526706,1886.425663
#21773,Celentano 2010,NIMH Collaborative HIV/STD Prevention Trial,May,2003,October,2003,2010,2003,Zimbabwe,EA,EA,Rural,Thirty-two rural villages across eight rural districts,Cross sectional,Convenience,Female,Community members,Participants recruited from community: retail establishments in business centers of growth points in rural Zimbabwe,Adult,Y,18 to 30,18,30,NA,21,NA,Mixed,2596,779,0.3,TV,426,2595,0.164,genital fluid,culture,68.8,100,0.238939606,0.010761227,0.218033152,0.261052988,375.2077693,1570.30379
#21773,Celentano 2010,NIMH Collaborative HIV/STD Prevention Trial,May,2003,October,2003,2010,2003,Zimbabwe,EA,EA,Rural,Thirty-two rural villages across eight rural districts,Cross sectional,Convenience,Male,Community members,Participants recruited from community: retail establishments in business centers of growth points in rural Zimbabwe,Adult,Y,18 to 30,18,30,NA,21,NA,Mixed,2942,344,0.117,CT,72,2918,0.025,urine,NAAT,87.8,99.3,0.020624126,0.003326974,0.014447735,0.027566741,37.63585546,1824.846106
#21773,Celentano 2010,NIMH Collaborative HIV/STD Prevention Trial,May,2003,October,2003,2010,2003,Zimbabwe,EA,EA,Rural,Thirty-two rural villages across eight rural districts,Cross sectional,Convenience,Male,Community members,Participants recruited from community: retail establishments in business centers of growth points in rural Zimbabwe,Adult,Y,18 to 30,18,30,NA,21,NA,Mixed,2942,344,0.117,NG,44,2912,0.015,urine,NAAT,80.9,99.9,0.017850882,0.002806857,0.012731116,0.02374027,39.72429721,2225.340865
#22721,Lemme 2013,MEMA kwa Vijana,June,2007,July,2008,2013,2008,Tanzania,EA,EA,Rural,"Geita, Kwimba, Missungwi and Sengerema districts, Mwanza",Cross sectional,Random,Male,Community members,"Community survey on youth sexual and repoductive health, as part of household census",Adult,Y,15 to 30,15,30,NA,23,NA,Mixed,7259,131,1.80E-02,CT,152,7256,0.020948181,urine,NAAT,87.8,99.3,0.016163378,0.001930974,0.012590087,0.020227719,68.93417859,4264.837384
#22721,Lemme 2013,MEMA kwa Vijana,June,2007,July,2008,2013,2008,Tanzania,EA,EA,Rural,"Geita, Kwimba, Missungwi and Sengerema districts, Mwanza",Cross sectional,Random,Male,Community members,"Community survey on youth sexual and repoductive health, as part of household census",Adult,Y,15 to 30,15,30,NA,23,NA,Mixed,7259,131,1.80E-02,NG,28,7256,0.003858875,urine,NAAT,80.9,99.9,0.003710398,0.000921629,0.002113851,0.005679834,16.14783725,4352.049711
#22721,Lemme 2013,MEMA kwa Vijana,June,2007,July,2008,2013,2008,Tanzania,EA,EA,Rural,"Geita, Kwimba, Missungwi and Sengerema districts, Mwanza",Cross sectional,Random,Female,Community members,"Community survey on youth sexual and repoductive health, as part of household census",Adult,Y,15 to 30,15,30,NA,22,NA,Mixed,6476,266,4.10E-02,CT,153,6472,0.023640297,urine,NAAT,87,99.8,0.025089321,0.002199465,0.020931674,0.029380587,126.8553164,5056.147903
#22721,Lemme 2013,MEMA kwa Vijana,June,2007,July,2008,2013,2008,Tanzania,EA,EA,Rural,"Geita, Kwimba, Missungwi and Sengerema districts, Mwanza",Cross sectional,Random,Female,Community members,"Community survey on youth sexual and repoductive health, as part of household census",Adult,Y,15 to 30,15,30,NA,22,NA,Mixed,6476,266,4.10E-02,NG,23,6472,0.00355377,urine,NAAT,91.6,100,0.004048521,0.000829443,0.0025914,0.005841106,23.72784825,5860.867566
#23345,Paz-Bailey 2005,NA,November,2001,February,2002,2005,2002,Botswana,SA,SA,Urban,"Gaborone, Selebi-Phikwe, Francistown",Cross sectional,Consecutive,Female,FP attendees,Women from family planning clinics,Adult,NR,NR,NR,NR,NR,NR,NR,Mixed,143,59,0.413,NG,7,268,0.026119403,urine,NAAT,91.6,100,0.032259917,0.011123213,0.014260175,0.057635752,8.140005447,252.3256759
#23345,Paz-Bailey 2005,NA,November,2001,February,2002,2005,2002,Botswana,SA,SA,Urban,"Gaborone, Selebi-Phikwe, Francistown",Cross sectional,Consecutive,Female,FP attendees,Women from family planning clinics,Adult,NR,NR,NR,NR,NR,NR,NR,Mixed,143,59,0.413,TV,15,221,0.067873303,genital fluid,culture,68.8,100,0.103969692,0.025666998,0.061023324,0.157285803,14.7023265,141.4097346
#23804,Tukur 2006,NA,May,2002,August,2002,2006,2002,Nigeria,WA,WA,Urban,Zaria,Case control,Consecutive,Female,FP attendees,Family planning attendees recruited as control group for study,Adult,Y,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,CT,16,120,0.133,genital fluid,rapid antigen test,56,99,0.235175651,0.056915726,0.133797814,0.353175762,13.05815598,55.52511899
#32468,Niemogha 2010,NA,NR,NR,NR,NR,2010,2007,Nigeria,WA,WA,Urban,Lagos,Cross sectional,Random,Female,FP attendees,Women attending family planning clinics... participants were from both private and government medical centres.,Adult,NR,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,TV,3,43,0.07,genital fluid,culture and WM,52,100,0.170860393,0.079003965,0.048798932,0.352645146,3.878043595,22.69714784
#32468,Niemogha 2010,NA,NR,NR,NR,NR,2010,2007,Nigeria,WA,WA,Urban,Lagos,Cross sectional,Random,Female,GYN attendees,Women attending obstetrics/gynaecology centre... participants were from both private and government medical centres.,Adult,NR,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,TV,1,50,0.02,genital fluid,culture and WM,52,100,0.072031087,0.050711451,0.008331965,0.201647172,1.872238983,25.9920968
#32468,Niemogha 2010,NA,NR,NR,NR,NR,2010,2007,Nigeria,WA,WA,Urban,Lagos,Cross sectional,Random,Female,Students,Apparently health undergraduate women,Youth,NR,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,TV,0,56,0,genital fluid,culture and WM,52,100,0.033527598,0.032568954,0.001052227,0.120977121,1.024204597,30.54810563
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,FP attendees,Women attending the family planning clinic,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,NG,0,11,0,genital fluid,culture,75.7,100,0.101459243,0.092968468,0.00318707,0.339396175,1.070162351,10.54770683
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,FP attendees,Women attending the family planning clinic,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,TV,1,11,0.091,genital fluid,WM,52,100,0.29682691,0.183717348,0.037475792,0.739321625,1.835559426,6.183938742
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,GYN attendees,"Women attending the hospital for ""well women examination"" for routine examination (no specific gynecological problems or symptoms)",Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,NG,2,23,0.086956522,genital fluid,culture,75.7,100,0.157773409,0.085347183,0.030442044,0.356412076,2.878181528,18.24250076
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,GYN attendees,"Women attending the hospital for ""well women examination"" for routine examination (no specific gynecological problems or symptoms)",Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,TV,11,23,0.478,genital fluid,WM,52,100,0.818976828,0.124644951,0.533576569,0.990001278,7.814982568,9.542373234
